dataset_folder,model_folder,run_name,condition,epoch,value
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,24,1.628386
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,25,2.533444
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,26,1.897085
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,27,2.329204
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,28,1.640915
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,29,1.759727
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,30,1.662308
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,31,2.189073
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,32,1.539458
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,33,1.673091
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,34,1.633544
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,35,1.709707
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,36,2.196444
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,37,1.618374
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,38,1.466118
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,39,1.485719
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,40,1.589902
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,41,1.397897
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,42,1.463328
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,43,2.579667
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,44,2.395011
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,45,1.556147
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,46,1.771557
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,47,1.514972
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,48,1.57614
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,49,1.358277
